% Device,CC1747002
% File name,CC1747002_20230427_124500
% Cast time (UTC),2023-04-27 12:45:00
% Cast time (local),2023-04-27 12:45:00
% Sample type,Cast
% Cast data,Down & up
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,59.9046511
% Start longitude,10.6507525
% Start altitude,46.299999237060547
% Start GPS horizontal error(Meter),1.75
% Start GPS vertical error(Meter),2.0699999332427979
% Start GPS number of satellites,7
% End latitude,59.9046514
% End longitude,10.6510544
% End altitude,59.060001373291016
% End GPS horizontal error(Meter),4.6500000953674316
% End GPS vertical error(Meter),5.179999828338623
% End GPS number of satellites,7
% Cast duration (Seconds),176.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2017-12-06
% Temperature calibration date,2017-11-30
% Pressure calibration date,2017-11-29
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Salinity (Practical Salinity Scale),Density (Kilograms per Cubic Meter)
0.15,0.15006949766330277,7.8234439055440834,23.094167876881269,1017.9634111180122
0.44999999999999996,0.45021988503651711,7.6801238099289852,22.85838500662247,1017.7971609026807
0.74999999999999989,0.750377879812921,7.649167105307046,23.036528071660825,1017.9417233045557
1.05,1.0504348055007609,7.6599267531453252,23.72783295285873,1018.48338337556
1.35,1.3504077426211492,7.6755370704069668,23.765135095125586,1018.5121374922519
1.65,1.6503846813518164,7.676284501934953,23.69256802795654,1018.4565982342053
1.9500000000000002,1.950379687504352,7.6716246726995916,23.604863418883884,1018.3898471494646
2.25,2.2503573408859148,7.6678448335353178,23.838634926047561,1018.5748243921676
2.55,2.550195972659409,7.6894011745782276,24.810390656645144,1019.33494673563
2.85,2.8498980206057785,7.6914451779010022,25.024276112495873,1019.5036803106801
3.15,3.1495565820765266,7.650859005428317,25.178867262397848,1019.6312035610799
3.4499999999999997,3.449192833815764,7.6293365615757462,25.205211920234603,1019.655885312005
3.75,3.7488201228155136,7.6290319432508387,25.250220555917135,1019.6925920022759
4.05,4.0484393853517915,7.616443914064658,25.269835504348922,1019.7109036622718
4.35,4.3480518221773847,7.6092220146910474,25.303335713980584,1019.7394405406874
4.6499999999999995,4.6476556973354093,7.6209828757268276,25.341842173816556,1019.7695713301613
4.9499999999999993,4.9472489930099695,7.6138743611125363,25.392888324230167,1019.811848792216
5.2499999999999991,5.2468268284452471,7.59607302937125,25.469158990429,1019.8752155804687
5.55,5.546385165667993,7.5779602478383,25.553560735227403,1019.9449991499055
5.85,5.84592730420277,7.5552277370774572,25.60040589478378,1019.9859107816707
6.1499999999999995,6.1454579884704366,7.5374208412228025,25.643650137998087,1020.0233945408349
6.4499999999999993,6.4449752813480234,7.5239113610912476,25.70877336892055,1020.0775072704737
6.7499999999999991,6.7444723646654205,7.5193201811278456,25.813326210050768,1020.1614462420261
7.0499999999999989,7.0439465237267669,7.5181571127985656,25.903983138125788,1020.2340704740979
7.35,7.3433910979559567,7.4363843034086,26.054336137727841,1020.3634280817093
7.6499999999999995,7.6428092603763886,7.3940883486377373,26.111006458026296,1020.4144527646655
7.9499999999999993,7.9422167023375083,7.3656302222531931,26.133396130050183,1020.4368856173753
8.25,8.2416194526245956,7.3568729108946878,26.142922322249031,1020.4468202838865
8.5499999999999989,8.5410165190340983,7.3423634477644013,26.176106735525881,1020.4760183247489
8.85,8.8404008618690035,7.3163434308624486,26.244118105221194,1020.5339463161868
